Name,Level,Other_Title
College student journal,Other identified publication channels,
Comparative philosophy,1,
Computer science journal of Moldova,Other identified publication channels,
Contributions in New World Archaeology,1,
Control Theory and Technology,1,
Corpus,1,
Current Addiction Reports,1,
Current cardiovascular risk reports,1,
Current obesity reports,1,
Current opinion in insect science,1,
Current oral health reports,1,
Current osteoporosis reports,1,
Cyprus Human Rights Law Review,Other identified publication channels,
Czech mycology,Other identified publication channels,
Defence technology,1,
Degenerative neurological and neuromuscular disease,Other identified publication channels,
Derecho PUCP,Other identified publication channels,
"Diaspora, indigenous and minority education",1,
Digital journalism,3,
Drug delivery and translational research,1,
Drugs and cell therapies in hematology,Other identified publication channels,
East African journal of peace and human rights,Other identified publication channels,
Economics and Management,Other identified publication channels,
EDITion,Other identified publication channels,
Education,Other identified publication channels,
eJIFCC,Other identified publication channels,
E-journal CIGR,1,
ELT research,Other identified publication channels,
Emerging adulthood,1,
Energetika Tatarstana,Other identified publication channels,
Engineering Mechanics,Other identified publication channels,
Environment systems and decisions,1,
Environmental science : processes and impacts,1,
Erdelyi Társadalom,Other identified publication channels,
Estudos Avançados,Other identified publication channels,
Ethics in Progress,1,
Europäisches Journal für Minderheitenfragen,1,
European journal of paediatric dentistry,1,
Evidence-based midwifery,Other identified publication channels,
Evolution : education and outreach,1,
Fasis,1,
FIIB business review,1,
Filosofiâ,Other identified publication channels,
Filosofski alternativi,1,
Filozofija i drustvo,1,
Forest ecosystems,1,
Forum navale,Other identified publication channels,
Freshwater reviews,1,
Frontiers in chemistry,Other identified publication channels,
Frontiers in materials,Other identified publication channels,
Frontiers in public health,Other identified publication channels,
Future neurology,Other identified publication channels,
Gambling research,Other identified publication channels,
Gender studies and policy review,Other identified publication channels,
Genomics data,1,
"Geopolitics, history, and international relations",1,
